text,label,domain,timestamp,clean_text,tokens,joined_tokens
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 02:00:18.114998,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-05 03:16:30.280205,I need to speak with signal about a excellent charge.,"['need', 'speak', 'signal', 'excellent', 'charge']",need speak signal excellent charge
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-05 18:55:42.445411,I need to speak with customer service about a unlimited charge.,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge
I need to speak with data plan about a overpriced charge.,neutral,telecom,2025-09-05 02:11:54.610618,I need to speak with data plan about a overpriced charge.,"['need', 'speak', 'data', 'plan', 'overpriced', 'charge']",need speak data plan overpriced charge
The overpriced SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 01:50:06.775824,The overpriced SIM card in my area is causing frequent dropped calls.,"['overpriced', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced sim card area causing frequent dropped call
My customer service has been helpful for the past few hours.,positive,telecom,2025-09-05 14:16:18.941031,My customer service has been helpful for the past few hours.,"['customer', 'service', 'helpful', 'past', 'hour']",customer service helpful past hour
I need to speak with invoice about a unstable charge....,neutral,telecom,2025-09-05 21:14:31.106237,I need to speak with invoice about a unstable charge.,"['need', 'speak', 'invoice', 'unstable', 'charge']",need speak invoice unstable charge
[REF-1180] My billing has been intermittent for the past few hours.,neutral,telecom,2025-09-05 12:19:43.271444,[REF-1180] My billing has been intermittent for the past few hours.,"['ref-1180', 'billing', 'intermittent', 'past', 'hour']",ref-1180 billing intermittent past hour
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-05 20:22:55.436650,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call
I need to speak with network about a helpful charge.,positive,telecom,2025-09-06 12:03:07.601857,I need to speak with network about a helpful charge.,"['need', 'speak', 'network', 'helpful', 'charge']",need speak network helpful charge
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-06 01:06:19.767063,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call
The overpriced dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-05 20:31:31.932270,The overpriced dropped call in my area is causing frequent dropped calls.,"['overpriced', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced dropped call area causing frequent dropped call
The frustrating dropped call in my area is causing frequent dropped calls. (ticket:204390),negative,telecom,2025-09-06 21:01:44.097476,The frustrating dropped call in my area is causing frequent dropped calls. (ticket:204390),"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call', 'ticket:204390']",frustrating dropped call area causing frequent dropped call ticket:204390
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-06 13:53:56.262683,The intermittent data plan in my area is causing frequent dropped calls.,"['intermittent', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent data plan area causing frequent dropped call
I need to speak with roaming about a unstable charge.,neutral,telecom,2025-09-06 20:04:08.427889,I need to speak with roaming about a unstable charge.,"['need', 'speak', 'roaming', 'unstable', 'charge']",need speak roaming unstable charge
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-06 10:39:20.593096,The poor billing in my area is causing frequent dropped calls.,"['poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",poor billing area causing frequent dropped call
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-06 14:41:32.758302,My mobile SIM card was suddenly upgraded without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'upgraded', 'without', 'warning']",mobile sim card suddenly upgraded without warning
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-06 22:28:44.923509,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call
I need to speak with billing about a excellent charge.,positive,telecom,2025-09-07 00:47:57.088715,I need to speak with billing about a excellent charge.,"['need', 'speak', 'billing', 'excellent', 'charge']",need speak billing excellent charge
Can you check if there is a service network in my location?,neutral,telecom,2025-09-07 09:34:09.253922,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location
I need to speak with invoice about a poor charge.,neutral,telecom,2025-09-07 18:06:21.419128,I need to speak with invoice about a poor charge.,"['need', 'speak', 'invoice', 'poor', 'charge']",need speak invoice poor charge
I need to speak with customer service about a excellent charge.,positive,telecom,2025-09-07 08:33:33.584335,I need to speak with customer service about a excellent charge.,"['need', 'speak', 'customer', 'service', 'excellent', 'charge']",need speak customer service excellent charge
I need to speak with roaming about a overpriced charge.,neutral,telecom,2025-09-07 18:54:45.749541,I need to speak with roaming about a overpriced charge.,"['need', 'speak', 'roaming', 'overpriced', 'charge']",need speak roaming overpriced charge
I need to speak with roaming about a excellent charge. ?!?,positive,telecom,2025-09-07 13:59:57.914748,I need to speak with roaming about a excellent charge. ?,"['need', 'speak', 'roaming', 'excellent', 'charge']",need speak roaming excellent charge
The  you know overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 06:08:10.079954,The you know overpriced outage in my area is causing frequent dropped calls.,"['know', 'overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",know overpriced outage area causing frequent dropped call
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-07 23:58:22.245161,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call
THE FRUSTRATING ROAMING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-08 01:06:34.410367,THE FRUSTRATING ROAMING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['frustrating', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating roaming area causing frequent dropped call
I was resolved an incorrect amount on my recent signal.,positive,telecom,2025-09-07 20:18:46.575574,I was resolved an incorrect amount on my recent signal.,"['resolved', 'incorrect', 'amount', 'recent', 'signal']",resolved incorrect amount recent signal
Can you check if there is a service outage in my location? (ticket:724233),neutral,telecom,2025-09-08 09:15:58.740780,Can you check if there is a service outage in my location? (ticket:724233),"['check', 'service', 'outage', 'location', 'ticket:724233']",check service outage location ticket:724233
My mobile signal was suddenly reported without any warning.,neutral,telecom,2025-09-08 05:33:10.905987,My mobile signal was suddenly reported without any warning.,"['mobile', 'signal', 'suddenly', 'reported', 'without', 'warning']",mobile signal suddenly reported without warning
I need to speak with billing about a intermittent charge.,neutral,telecom,2025-09-08 09:19:23.071193,I need to speak with billing about a intermittent charge.,"['need', 'speak', 'billing', 'intermittent', 'charge']",need speak billing intermittent charge
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 08:55:35.236400,The poor billing in my area is causing frequent dropped calls.,"['poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",poor billing area causing frequent dropped call
My SIM card has been intermittent for the past few hours....,positive,telecom,2025-09-08 08:24:47.401606,My SIM card has been intermittent for the past few hours.,"['sim', 'card', 'intermittent', 'past', 'hour']",sim card intermittent past hour
The overpriced coverage in my area is causing frequent dropped calls....,negative,telecom,2025-09-08 18:41:59.566813,The overpriced coverage in my area is causing frequent dropped calls.,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call
My roaming has been intermittent for the past few hours... ... .,positive,telecom,2025-09-08 11:40:11.732019,My roaming has been intermittent for the past few hours. . .,"['roaming', 'intermittent', 'past', 'hour']",roaming intermittent past hour
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 13:32:23.897226,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call
I need to speak with umm  signal about a excellent charge. ?!?,positive,telecom,2025-09-08 19:57:36.062432,I need to speak with umm signal about a excellent charge. ?,"['need', 'speak', 'umm', 'signal', 'excellent', 'charge']",need speak umm signal excellent charge
I need to speak with roaming about a helpful charge.,positive,telecom,2025-09-09 16:40:48.227639,I need to speak with roaming about a helpful charge.,"['need', 'speak', 'roaming', 'helpful', 'charge']",need speak roaming helpful charge
