text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-06 10:39:20.593096,The poor billing in my area is causing frequent dropped calls.,"['poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",poor billing area causing frequent dropped call,-0.4767,0.0,0.763,0.237
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-06 14:41:32.758302,My mobile SIM card was suddenly upgraded without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'upgraded', 'without', 'warning']",mobile sim card suddenly upgraded without warning,0.2584,0.184,0.816,0.0
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-06 22:28:44.923509,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I need to speak with billing about a excellent charge.,positive,telecom,2025-09-07 00:47:57.088715,I need to speak with billing about a excellent charge.,"['need', 'speak', 'billing', 'excellent', 'charge']",need speak billing excellent charge,0.5719,0.291,0.709,0.0
Can you check if there is a service network in my location?,neutral,telecom,2025-09-07 09:34:09.253922,Can you check if there is a service network in my location?,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
I need to speak with invoice about a poor charge.,neutral,telecom,2025-09-07 18:06:21.419128,I need to speak with invoice about a poor charge.,"['need', 'speak', 'invoice', 'poor', 'charge']",need speak invoice poor charge,-0.4767,0.0,0.744,0.256
I need to speak with customer service about a excellent charge.,positive,telecom,2025-09-07 08:33:33.584335,I need to speak with customer service about a excellent charge.,"['need', 'speak', 'customer', 'service', 'excellent', 'charge']",need speak customer service excellent charge,0.5719,0.27,0.73,0.0
I need to speak with roaming about a overpriced charge.,neutral,telecom,2025-09-07 18:54:45.749541,I need to speak with roaming about a overpriced charge.,"['need', 'speak', 'roaming', 'overpriced', 'charge']",need speak roaming overpriced charge,0.0,0.0,1.0,0.0
I need to speak with roaming about a excellent charge. ?!?,positive,telecom,2025-09-07 13:59:57.914748,I need to speak with roaming about a excellent charge. ?,"['need', 'speak', 'roaming', 'excellent', 'charge']",need speak roaming excellent charge,0.5719,0.27,0.73,0.0
The  you know overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 06:08:10.079954,The you know overpriced outage in my area is causing frequent dropped calls.,"['know', 'overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",know overpriced outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-07 23:58:22.245161,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call,-0.4404,0.0,0.791,0.209
THE FRUSTRATING ROAMING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-08 01:06:34.410367,THE FRUSTRATING ROAMING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['frustrating', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating roaming area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I was resolved an incorrect amount on my recent signal.,positive,telecom,2025-09-07 20:18:46.575574,I was resolved an incorrect amount on my recent signal.,"['resolved', 'incorrect', 'amount', 'recent', 'signal']",resolved incorrect amount recent signal,0.1779,0.159,0.841,0.0
Can you check if there is a service outage in my location? (ticket:724233),neutral,telecom,2025-09-08 09:15:58.740780,Can you check if there is a service outage in my location? (ticket:724233),"['check', 'service', 'outage', 'location', 'ticket:724233']",check service outage location ticket:724233,0.0,0.0,1.0,0.0
My mobile signal was suddenly reported without any warning.,neutral,telecom,2025-09-08 05:33:10.905987,My mobile signal was suddenly reported without any warning.,"['mobile', 'signal', 'suddenly', 'reported', 'without', 'warning']",mobile signal suddenly reported without warning,0.2584,0.203,0.797,0.0
I need to speak with billing about a intermittent charge.,neutral,telecom,2025-09-08 09:19:23.071193,I need to speak with billing about a intermittent charge.,"['need', 'speak', 'billing', 'intermittent', 'charge']",need speak billing intermittent charge,0.0,0.0,1.0,0.0
The poor billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 08:55:35.236400,The poor billing in my area is causing frequent dropped calls.,"['poor', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",poor billing area causing frequent dropped call,-0.4767,0.0,0.763,0.237
My SIM card has been intermittent for the past few hours....,positive,telecom,2025-09-08 08:24:47.401606,My SIM card has been intermittent for the past few hours.,"['sim', 'card', 'intermittent', 'past', 'hour']",sim card intermittent past hour,0.0,0.0,1.0,0.0
The overpriced coverage in my area is causing frequent dropped calls....,negative,telecom,2025-09-08 18:41:59.566813,The overpriced coverage in my area is causing frequent dropped calls.,"['overpriced', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced coverage area causing frequent dropped call,0.0,0.0,1.0,0.0
My roaming has been intermittent for the past few hours... ... .,positive,telecom,2025-09-08 11:40:11.732019,My roaming has been intermittent for the past few hours. . .,"['roaming', 'intermittent', 'past', 'hour']",roaming intermittent past hour,0.0,0.0,1.0,0.0
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-08 13:32:23.897226,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with umm  signal about a excellent charge. ?!?,positive,telecom,2025-09-08 19:57:36.062432,I need to speak with umm signal about a excellent charge. ?,"['need', 'speak', 'umm', 'signal', 'excellent', 'charge']",need speak umm signal excellent charge,0.5719,0.252,0.748,0.0
I need to speak with roaming about a helpful charge.,positive,telecom,2025-09-09 16:40:48.227639,I need to speak with roaming about a helpful charge.,"['need', 'speak', 'roaming', 'helpful', 'charge']",need speak roaming helpful charge,0.4215,0.237,0.763,0.0
I was escalated an incorrect amount on my recent data plan....,neutral,telecom,2025-09-09 19:45:00.392845,I was escalated an incorrect amount on my recent data plan.,"['escalated', 'incorrect', 'amount', 'recent', 'data', 'plan']",escalated incorrect amount recent data plan,0.0,0.0,1.0,0.0
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-09 14:06:12.558052,My mobile SIM card was suddenly upgraded without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'upgraded', 'without', 'warning']",mobile sim card suddenly upgraded without warning,0.2584,0.184,0.816,0.0
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-09 21:43:24.723258,The frustrating coverage in my area is causing frequent dropped calls.,"['frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating coverage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I was resolved an incorrect amount on my recent SIM card.,positive,telecom,2025-09-10 01:27:36.888465,I was resolved an incorrect amount on my recent SIM card.,"['resolved', 'incorrect', 'amount', 'recent', 'sim', 'card']",resolved incorrect amount recent sim card,0.1779,0.145,0.855,0.0
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-10 05:11:49.053672,The frustrating coverage in my area is causing frequent dropped calls.,"['frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating coverage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
Can you check if there is a service network in my location? ?!?,neutral,telecom,2025-09-10 00:50:01.218878,Can you check if there is a service network in my location? ?,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
The poor dropped call in my area is causing frequent dropped calls.,neutral,telecom,2025-09-10 00:00:13.384085,The poor dropped call in my area is causing frequent dropped calls.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call,-0.4767,0.0,0.78,0.22
THE FRUSTRATING BILLING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-09 16:20:25.549291,THE FRUSTRATING BILLING IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call,-0.4404,0.0,0.775,0.225
I need to speak with customer service about a unlimited charge. ?!?,positive,telecom,2025-09-10 01:56:37.714498,I need to speak with customer service about a unlimited charge. ?,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge,0.0,0.0,1.0,0.0
I need to speak with signal about a frustrating charge.,neutral,telecom,2025-09-10 03:57:49.879704,I need to speak with signal about a frustrating charge.,"['need', 'speak', 'signal', 'frustrating', 'charge']",need speak signal frustrating charge,-0.4404,0.0,0.756,0.244
[REF-8848] The poor signal in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-10 13:06:02.044911,[REF-8848] The poor signal in my area is causing frequent dropped calls. ?,"['ref-8848', 'poor', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-8848 poor signal area causing frequent dropped call,-0.4767,0.0,0.795,0.205
Can you check if there is a service SIM card in my location?,neutral,telecom,2025-09-10 23:09:14.210117,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location,0.0,0.0,1.0,0.0
I was disconnected an incorrect amount on my recent billing.,neutral,telecom,2025-09-10 07:59:26.375324,I was disconnected an incorrect amount on my recent billing.,"['disconnected', 'incorrect', 'amount', 'recent', 'billing']",disconnected incorrect amount recent billing,0.0,0.0,1.0,0.0
The unstable data plan in my area is causing frequent dropped calls.,negative,telecom,2025-09-10 19:32:38.540530,The unstable data plan in my area is causing frequent dropped calls.,"['unstable', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable data plan area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 00:52:50.705737,The overpriced outage in my area is causing frequent dropped calls.,"['overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The overpriced SIM card in my area is causing frequent dropped calls.!!!,negative,telecom,2025-09-11 08:07:02.870943,The overpriced SIM card in my area is causing frequent dropped calls!,"['overpriced', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced sim card area causing frequent dropped call,0.0,0.0,1.0,0.0
The intermittent dropped cal like l in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 04:01:15.036150,The intermittent dropped cal like l in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'cal', 'like', 'l', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped cal like l area causing frequent dropped call,0.6705,0.314,0.686,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 06:33:27.201356,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The unstable roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-11 12:01:39.366563,The unstable roaming in my area is causing frequent dropped calls.,"['unstable', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable roaming area causing frequent dropped call,-0.3612,0.0,0.8,0.2
